,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover,matches_competition,matches_themes
11,-224343,20000000,1436,1519,0.0746,-0.0056,0.1075,-0.000151,-0.04,-0.18,2012-01-22,KbKAZMx,"ts_skewness(vec_avg(nws31_apactimestamp_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
12,-934949,20000000,1393,1464,0.0678,-0.0094,0.1434,-0.000276,-0.06,-0.23,2012-01-22,ro1anRm,"ts_skewness(vec_avg(nws31_d1_sentimentpositive),120)",PASS,PASS,FAIL,FAIL,FAIL,PASS,WARNING,WARNING
13,-1149270,20000000,1281,1577,0.0564,-0.0115,0.2091,-0.000408,-0.08,-0.28,2012-01-22,qAK2wLV,"ts_skewness(vec_avg(nws31_d1_sentimentwordcount),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
14,-2201578,20000000,1471,1385,0.0762,-0.022,0.439,-0.000579,-0.13,-0.32,2012-01-22,vLK7ozz,"ts_skewness(vec_avg(nws31_d1_sentimentClass),120)",FAIL,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
15,-1597114,20000000,1345,1152,0.0529,-0.016,0.2055,-0.000605,-0.14,-0.39,2012-01-22,Gwqj76x,"ts_skewness(vec_avg(nws31_d1_relevance),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
16,-746722,20000000,1452,1536,0.0706,-0.0124,0.1086,-0.000352,-0.14,-0.44,2012-01-22,37Mm226,"ts_skewness(vec_avg(nws31_emeatimestamp_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
17,-1296214,20000000,1383,1474,0.0639,-0.013,0.1349,-0.000406,-0.15,-0.48,2012-01-22,ng1GXQ8,"ts_skewness(vec_avg(nws31_d1_sourcetimestamp_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
18,-1288768,20000000,1383,1474,0.0639,-0.0129,0.1342,-0.000404,-0.15,-0.48,2012-01-22,oK1jZ0k,"ts_skewness(vec_avg(nws31_d1_feedtimestamp_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
19,-1429400,20000000,1387,1471,0.0642,-0.0143,0.1481,-0.000446,-0.18,-0.54,2012-01-22,p6qbp6j,"ts_skewness(vec_avg(nws31_d1_firstcreated_time),120)",PASS,PASS,FAIL,FAIL,PASS,PASS,WARNING,WARNING
20,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,wR87WAY,"ts_skewness(vec_avg(nws31_amertimestamp_date),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
21,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,bLY0A16,"ts_skewness(vec_avg(nws31_apactimestamp_date),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
22,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,JpVarJn,"ts_skewness(vec_avg(nws31_d1_feedtimestamp_date),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
23,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,271Veo5,"ts_skewness(vec_avg(nws31_audiences),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
24,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,g1YN0Km,"ts_skewness(vec_avg(nws31_d1_noveltycounts),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
25,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,lVLwNVl,"ts_skewness(vec_avg(nws31_d1_firstcreated_date),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
26,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,LpPo2K6,"ts_skewness(vec_avg(nws31_d1_sourcetimestamp_date),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
27,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,WpErxJk,"ts_skewness(vec_avg(nws31_d1_volumecounts),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
28,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,vLK7oow,"ts_skewness(vec_avg(nws31_emeatimestamp_date),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
29,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,7wkPrkv,"ts_skewness(vec_avg(nws31_windows),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
30,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,dx2J682,"ts_skewness(vec_avg(nws31_linkedidpositions),120)",FAIL,PASS,ERROR,FAIL,ERROR,FAIL,WARNING,WARNING
